year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2016,11/30/16,1:54:00,3B,0 COMMERCE ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2896400000, -76.6102500000)",STREET,1
2016,11/30/16,8:40:00,3B,3800 MONTEREY RD,ROBBERY - STREET,O,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3347900000, -76.5975900000)",STREET,1
2016,11/30/16,9:00:00,3BJ,1600 DRUID HILL AVE,ROBBERY - CARJACKING,O,,123,CENTRAL,Upton,"(39.3045500000, -76.6316600000)",STREET,1
2016,11/30/16,10:00:00,3B,900 HILLEN ST,ROBBERY - STREET,O,,312,EASTERN,Penn-Fallsway,"(39.2949900000, -76.6081300000)",STREET,1
2016,11/30/16,13:51:00,3AF,3300 HAYWARD AVE,ROBBERY - STREET,O,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3509000000, -76.6773900000)",STREET,1
2016,11/30/16,16:30:00,3AF,2600 PENNSYLVANIA AVE,ROBBERY - STREET,O,FIREARM,733,WESTERN,Penn North,"(39.3117600000, -76.6445600000)",STREET,1
2016,11/30/16,17:00:00,3M,3600 OLD FREDERICK RD,ROBBERY - COMMERCIAL,I,,842,SOUTHWESTERN,Irvington,"(39.2831900000, -76.6766300000)",RELIGIOUS  INSTITUTION,1
2016,11/30/16,17:13:00,3D,1200 W MOUNT ROYAL AVE,ROBBERY - COMMERCIAL,I,,141,CENTRAL,Mid-Town Belvedere,"(39.3065900000, -76.6195700000)",RESTAURANT,1
2016,11/30/16,17:30:00,3B,PRESTON ST & DRUID HILL AV,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.2996000000, -76.6256200000)",STREET,1
2016,11/30/16,18:00:00,3AO,900 N CHARLES ST,ROBBERY - STREET,O,OTHER,142,CENTRAL,Mount Vernon,"(39.3001200000, -76.6158600000)",STREET,1
2016,11/30/16,18:00:00,3AK,5900 EURITH AVE,ROBBERY - STREET,O,KNIFE,445,NORTHEASTERN,Cedmont,"(39.3449000000, -76.5307800000)",STREET,1
2016,11/30/16,18:10:00,3AF,4100 WABASH AVE,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3327600000, -76.6666600000)",STREET,1
2016,11/30/16,18:14:00,3D,3800 EASTERN AVE,ROBBERY - COMMERCIAL,I,,231,SOUTHEASTERN,Highlandtown,"(39.2867200000, -76.5649900000)",OTHER - INSIDE,1
2016,11/30/16,18:35:00,3D,200 E PRATT ST,ROBBERY - COMMERCIAL,I,,112,CENTRAL,Inner Harbor,"(39.2865900000, -76.6120400000)",RETAIL/SMALL BUSINESS,1
2016,11/30/16,18:56:00,3AJF,5200 REISTERSTOWN RD,ROBBERY - CARJACKING,O,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3444500000, -76.6856200000)",STREET,1
2016,11/30/16,19:45:00,3AF,6600 EBERLE DR,ROBBERY - STREET,I,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3544900000, -76.7092600000)",OTHER/RESIDENTIAL,1
2016,11/30/16,19:57:00,3CF,3400 FREDERICK AVE,ROBBERY - COMMERCIAL,I,FIREARM,842,SOUTHWESTERN,Irvington,"(39.2812800000, -76.6743900000)",SPECIALTY STORE,1
2016,11/30/16,20:30:00,3AK,2900 HOLLINS FERRY RD,ROBBERY - STREET,O,KNIFE,923,SOUTHERN,Lakeland,"(39.2558300000, -76.6459800000)",STREET,1
2016,11/30/16,21:45:00,3B,400 GUSRYAN ST,ROBBERY - STREET,O,,241,SOUTHEASTERN,Bayview,"(39.2885100000, -76.5409800000)",STREET,1
2016,11/29/16,23:00:00,3AF,5800 GIST AVE,ROBBERY - STREET,O,FIREARM,632,NORTHWESTERN,Glen,"(39.3530800000, -76.6910100000)",STREET,1
2016,11/29/16,23:20:00,3AF,2200 TUCKER LN,ROBBERY - STREET,O,FIREARM,821,SOUTHWESTERN,Wakefield,"(39.3117600000, -76.7012200000)",PARKING LOT-OUTSIDE,1
2016,11/29/16,23:59:00,3AO,5000 DICKEY HILL RD,ROBBERY - STREET,I,OTHER,821,SOUTHWESTERN,Wakefield,"(39.3117600000, -76.7034000000)",APT/CONDO - OCCUPIED,1
2016,11/29/16,0:30:00,3K,400 S BENTALOU ST,ROBBERY - RESIDENCE,I,,841,SOUTHWESTERN,Millhill,"(39.2827700000, -76.6526000000)",UNKNOWN,1
2016,11/29/16,1:30:00,3AF,1100 WASHINGTON BLVD,ROBBERY - STREET,O,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2828800000, -76.6326000000)",STREET,1
2016,11/29/16,2:35:00,3D,300 N CHARLES ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,"(39.2924800000, -76.6153800000)",CONVENIENCE STORE,1
2016,11/29/16,9:00:00,3B,1100 COVINGTON ST,ROBBERY - STREET,O,,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)",STREET,1
2016,11/29/16,9:50:00,3AJF,1600 DRUID HILL AVE,ROBBERY - CARJACKING,O,FIREARM,123,CENTRAL,Upton,"(39.3045500000, -76.6316600000)",PARKING LOT-OUTSIDE,1
2016,11/29/16,13:35:00,3AK,900 E BALTIMORE ST,ROBBERY - STREET,O,KNIFE,211,SOUTHEASTERN,Jonestown,"(39.2902800000, -76.6041700000)",STREET,1
2016,11/29/16,15:00:00,3B,800 BATTERY AVE,ROBBERY - STREET,O,,942,SOUTHERN,Federal Hill,"(39.2799800000, -76.6099100000)",STREET,1
2016,11/29/16,15:00:00,3B,300 WARREN AVE,ROBBERY - STREET,O,,942,SOUTHERN,Federal Hill,"(39.2790200000, -76.6097200000)",PARK,1
2016,11/29/16,15:30:00,3CK,400 S PAYSON ST,ROBBERY - COMMERCIAL,I,KNIFE,934,SOUTHERN,Carrollton Ridge,"(39.2827200000, -76.6484000000)",OTHER - INSIDE,1
2016,11/29/16,17:20:00,3B,200 W LEXINGTON ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2916300000, -76.6182600000)",STREET,1
2016,11/29/16,17:40:00,3D,4600 EDMONDSON AVE,ROBBERY - COMMERCIAL,I,,822,SOUTHWESTERN,Hunting Ridge,"(39.2933900000, -76.6955900000)",GROCERY/CONFECTION,1
2016,11/29/16,17:40:00,3D,4600 EDMONDSON AVE,ROBBERY - COMMERCIAL,I,,822,SOUTHWESTERN,Hunting Ridge,"(39.2933900000, -76.6955900000)",GROCERY/CONFECTION,1
2016,11/29/16,18:35:00,3AO,2000 W BALTIMORE ST,ROBBERY - STREET,O,OTHER,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)",STREET,1
2016,11/29/16,18:45:00,3AF,39TH ST & BEECH AV,ROBBERY - STREET,O,FIREARM,531,NORTHERN,Roland Park,"(39.3353500000, -76.6270200000)",STREET,1
2016,11/29/16,19:30:00,3D,AV & EDISON HY,ROBBERY - COMMERCIAL,O,,434,NORTHEASTERN,Belair-Edison,"(39.3165200000, -76.5729800000)",STREET,1
2016,11/29/16,19:53:00,3B,800 E BALTIMORE ST,ROBBERY - STREET,O,,211,SOUTHEASTERN,Jonestown,"(39.2901000000, -76.6052400000)",STREET,1
2016,11/29/16,19:53:00,3B,800 E BALTIMORE ST,ROBBERY - STREET,O,,211,SOUTHEASTERN,Jonestown,"(39.2901000000, -76.6052400000)",STREET,1
2016,11/29/16,20:00:00,3AK,1700 W LOMBARD ST,ROBBERY - STREET,I,KNIFE,933,SOUTHERN,Union Square,"(39.2863300000, -76.6437400000)",HOSP/NURS. HOME,1
2016,11/29/16,20:30:00,3B,600 AISQUITH ST,ROBBERY - STREET,O,,312,EASTERN,Oldtown,"(39.2976800000, -76.6018400000)",STREET,1
2016,11/29/16,20:55:00,3B,400 S CONKLING ST,ROBBERY - STREET,O,,231,SOUTHEASTERN,Highlandtown,"(39.2875400000, -76.5672500000)",STREET,1
2016,11/29/16,21:33:00,3B,2800 MILES AVE,ROBBERY - STREET,O,,511,NORTHERN,Remington,"(39.3206900000, -76.6236500000)",STREET,1
2016,11/29/16,22:00:00,3AF,3800 MENLO DR,ROBBERY - STREET,O,FIREARM,632,NORTHWESTERN,Glen,"(39.3538000000, -76.6941100000)",STREET,1
2016,11/29/16,23:00:00,3AF,5800 GIST AVE,ROBBERY - STREET,O,FIREARM,632,NORTHWESTERN,Glen,"(39.3530800000, -76.6910100000)",STREET,1
2016,11/28/16,0:15:00,3CF,300 N CHARLES ST,ROBBERY - COMMERCIAL,I,FIREARM,111,CENTRAL,Downtown,"(39.2924800000, -76.6153800000)",CONVENIENCE STORE,1
2016,11/28/16,0:40:00,3CF,1100 W 41ST ST,ROBBERY - COMMERCIAL,O,FIREARM,531,NORTHERN,Hampden,"(39.3378600000, -76.6364800000)",GAS STATION,1
2016,11/28/16,1:00:00,3D,600 W 33RD ST,ROBBERY - COMMERCIAL,I,,531,NORTHERN,Wyman Park,"(39.3271000000, -76.6273500000)",CONVENIENCE STORE,1
2016,11/28/16,4:10:00,3AJF,,ROBBERY - CARJACKING,O,FIREARM,,,,,PARKING LOT-OUTSIDE,1
2016,11/28/16,4:10:00,3AJF,,ROBBERY - CARJACKING,O,FIREARM,,,,,PARKING LOT-OUTSIDE,1
2016,11/28/16,10:40:00,3AO,1700 GORSUCH AVE,ROBBERY - STREET,O,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3208300000, -76.5939600000)",STREET,1
2016,11/28/16,10:45:00,3CK,1000 S CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,942,SOUTHERN,Federal Hill,"(39.2780700000, -76.6144800000)",OTHER - INSIDE,1
2016,11/28/16,11:30:00,3K,3900 ROKEBY RD,ROBBERY - RESIDENCE,I,,844,SOUTHWESTERN,Edmondson Village,"(39.2993300000, -76.6822100000)",ROW/TOWNHOUSE-OCC,1
2016,11/28/16,12:50:00,3CF,2100 W PATAPSCO AVE,ROBBERY - COMMERCIAL,I,FIREARM,923,SOUTHERN,Lakeland,"(39.2510600000, -76.6448300000)",CARRY OUT,1
2016,11/28/16,13:40:00,3B,MARTIN LUTHER KING JR BL & N HOWARD ST,ROBBERY - STREET,O,,141,CENTRAL,Madison Park,"(39.3017500000, -76.6203100000)",STREET,1
2016,11/28/16,15:00:00,3K,1100 WASHINGTON BLVD,ROBBERY - RESIDENCE,I,,932,SOUTHERN,Washington Village/Pigtown,"(39.2823400000, -76.6332900000)",ROW/TOWNHOUSE-OCC,1
2016,11/28/16,16:25:00,3AK,2800 E BALTIMORE ST,ROBBERY - STREET,O,KNIFE,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2922300000, -76.5767500000)",STREET,1
2016,11/28/16,16:30:00,3B,RD & W COLD SPRING LN,ROBBERY - STREET,O,,541,NORTHERN,Cross Keys,"(39.3440600000, -76.6413500000)",STREET,1
2016,11/28/16,16:30:00,3B,RD & W COLD SPRING LN,ROBBERY - STREET,O,,541,NORTHERN,Cross Keys,"(39.3440600000, -76.6413500000)",STREET,1
2016,11/28/16,17:09:00,3H,0 S CALVERT ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,"(39.2882000000, -76.6121300000)",CARRY OUT,1
2016,11/28/16,17:27:00,3B,AV & N WOLFE ST,ROBBERY - STREET,O,,321,EASTERN,Middle East,"(39.3006200000, -76.5910200000)",STREET,1
2016,11/28/16,18:04:00,3B,200 N PATTERSON PARK AVE,ROBBERY - STREET,O,,221,EASTERN,Patterson Place,"(39.2949800000, -76.5848500000)",STREET,1
2016,11/28/16,18:20:00,3B,200 N MONTFORD AVE,ROBBERY - STREET,O,,221,SOUTHEASTERN,Patterson Place,"(39.2948200000, -76.5834900000)",STREET,1
2016,11/28/16,18:50:00,3AK,3100 TYNDALE AVE,ROBBERY - STREET,O,KNIFE,422,NORTHEASTERN,Arcadia,"(39.3346100000, -76.5707900000)",STREET,1
2016,11/28/16,18:59:00,3AF,6100 BELLONA AVE,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Bellona-Gittings,"(39.3668800000, -76.6175200000)",STREET,1
2016,11/28/16,19:00:00,3B,2700 N CALVERT ST,ROBBERY - STREET,I,,512,NORTHERN,Charles Village,"(39.3210300000, -76.6144600000)",OTHER - INSIDE,1
2016,11/28/16,19:00:00,3B,2700 N CALVERT ST,ROBBERY - STREET,O,,512,NORTHERN,Charles Village,"(39.3210300000, -76.6144600000)",PORCH/DECK,1
2016,11/28/16,19:04:00,3CF,4400 PARK HEIGHTS AVE,ROBBERY - COMMERCIAL,I,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3405400000, -76.6671600000)",RETAIL/SMALL BUSINESS,1
2016,11/28/16,19:13:00,3B,800 GLADE CT,ROBBERY - STREET,O,,913,SOUTHERN,Brooklyn,"(39.2296000000, -76.6007100000)",STREET,1
2016,11/28/16,19:50:00,3AF,NORTH AV & HOPE ST,ROBBERY - STREET,O,FIREARM,342,EASTERN,Oliver,"(39.3118200000, -76.6016900000)",STREET,1
2016,11/28/16,20:45:00,3CF,2500 EDMONDSON AVE,ROBBERY - COMMERCIAL,I,FIREARM,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2947300000, -76.6570000000)",RESTAURANT,1
2016,11/28/16,21:15:00,3AF,1200 RIVERSIDE AVE,ROBBERY - STREET,O,FIREARM,942,SOUTHERN,Riverside,"(39.2762500000, -76.6089000000)",STREET,1
2016,11/28/16,21:56:00,3AF,1000 W BARRE ST,ROBBERY - STREET,O,FIREARM,931,SOUTHERN,Barre Circle,"(39.2840000000, -76.6275400000)",STREET,1
2016,11/28/16,22:10:00,3AJF,100 CALLENDAR ST,ROBBERY - CARJACKING,O,FIREARM,931,SOUTHERN,Hollins Market,"(39.2863600000, -76.6312400000)",STREET,1
2016,11/27/16,17:02:00,3B,LINWOOD AV & EASTERN AV,ROBBERY - STREET,O,,221,SOUTHEASTERN,Canton,"(39.2862800000, -76.5758100000)",STREET,1
2016,11/27/16,0:15:00,3K,2300 TERRA FIRMA RD,ROBBERY - RESIDENCE,I,,922,SOUTHERN,Cherry Hill,"(39.2523800000, -76.6254500000)",APT/CONDO - OCCUPIED,1
2016,11/27/16,0:48:00,3H,6100 HOLABIRD AVE,ROBBERY - COMMERCIAL,I,,243,SOUTHEASTERN,Broening Manor,"(39.2721400000, -76.5430300000)",RETAIL/SMALL BUSINESS,1
2016,11/27/16,1:00:00,3B,AV & E MADISON ST,ROBBERY - STREET,I,,312,CENTRAL,Mount Vernon,"(39.2987600000, -76.6115800000)",BAR,1
2016,11/27/16,1:40:00,3AO,200 PARK AVE,ROBBERY - STREET,O,OTHER,111,CENTRAL,Downtown,"(39.2917100000, -76.6180700000)",STREET,1
2016,11/27/16,2:50:00,3B,2600 E BALTIMORE ST,ROBBERY - STREET,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2920900000, -76.5803000000)",STREET,1
2016,11/27/16,12:30:00,3B,300 SAINT PAUL PL,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2925400000, -76.6135000000)",STREET,1
2016,11/27/16,13:45:00,3B,5300 Bowleys Ln,ROBBERY - STREET,O,,443,NORTHEASTERN,Frankford,"(39.3203900000, -76.5522300000)",STREET,1
2016,11/27/16,18:48:00,3AF,0 S STRICKER ST,ROBBERY - STREET,O,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2821900000, -76.6406000000)",STREET,1
2016,11/27/16,19:00:00,3AF,RD & E NORTHERN PY,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,Westfield,"(39.3633100000, -76.5519600000)",STREET,1
2016,11/27/16,19:10:00,3B,200 N LINWOOD AVE,ROBBERY - STREET,O,,221,SOUTHEASTERN,McElderry Park,"(39.2947000000, -76.5763900000)",STREET,1
2016,11/27/16,19:28:00,3AO,BIDDLE ST & ENSOR ST,ROBBERY - STREET,O,OTHER,343,EASTERN,Johnston Square,"(39.3039300000, -76.6035700000)",STREET,1
2016,11/27/16,19:45:00,3P,2200 W Cold Spring Ln,ROBBERY - STREET,O,,533,NORTHERN,Coldspring,"(39.3436200000, -76.6523000000)",STREET,1
2016,11/27/16,21:00:00,3AF,400 N CLINTON ST,ROBBERY - STREET,O,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2961000000, -76.5706100000)",STREET,1
2016,11/27/16,22:30:00,3AF,1900 PENROSE AVE,ROBBERY - STREET,O,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2912200000, -76.6479800000)",STREET,1
2016,11/27/16,23:50:00,3B,3700 FALLS RD,ROBBERY - STREET,O,,531,NORTHERN,Hampden,"(39.3327100000, -76.6355000000)",ALLEY,1
2016,11/26/16,0:50:00,3K,700 LINNARD ST,ROBBERY - RESIDENCE,I,,844,SOUTHWESTERN,Edgewood,"(39.2955400000, -76.6761900000)",ROW/TOWNHOUSE-OCC,1
2016,11/26/16,1:30:00,3AF,1500 N PAYSON ST,ROBBERY - STREET,O,FIREARM,741,WESTERN,Easterwood,"(39.3053700000, -76.6496700000)",STREET,1
2016,11/26/16,2:14:00,3AF,200 N CARROLLTON AVE,ROBBERY - STREET,O,FIREARM,712,WESTERN,Poppleton,"(39.2919600000, -76.6368700000)",STREET,1
2016,11/26/16,8:27:00,3CK,2700 WASHINGTON BLVD,ROBBERY - COMMERCIAL,I,KNIFE,831,SOUTHWESTERN,Morrell Park,"(39.2644900000, -76.6549300000)",CONVENIENCE STORE,1
2016,11/26/16,11:30:00,3JO,,ROBBERY - RESIDENCE,I,OTHER,426,NORTHEASTERN,,,ROW/TOWNHOUSE-OCC,1
2016,11/26/16,13:30:00,3B,200 DOLPHIN LN,ROBBERY - STREET,O,,132,CENTRAL,Bolton Hill,"(39.3045300000, -76.6231900000)",STREET,1
2016,11/26/16,13:45:00,3AJF,200 S FULTON AVE,ROBBERY - CARJACKING,O,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2851700000, -76.6450600000)",STREET,1
2016,11/26/16,15:30:00,3K,3800 ROLAND AVE,ROBBERY - RESIDENCE,I,,531,NORTHERN,Hampden,"(39.3350400000, -76.6329700000)",APT/CONDO - OCCUPIED,1
2016,11/26/16,16:58:00,3AJF,600 N SCHROEDER ST,ROBBERY - CARJACKING,O,FIREARM,713,WESTERN,Harlem Park,"(39.2956500000, -76.6342200000)",STREET,1
2016,11/26/16,17:02:00,3AK,PULASKI ST & EDMONDSON AV,ROBBERY - STREET,O,KNIFE,722,WESTERN,Midtown-Edmondson,"(39.2950400000, -76.6504500000)",STREET,1
2016,11/26/16,19:39:00,3B,1400 RIGGS AVE,ROBBERY - STREET,O,,743,WESTERN,Sandtown-Winchester,"(39.3010900000, -76.6403000000)",STREET,1
2016,11/26/16,19:40:00,3AO,2200 W Cold Spring Ln,ROBBERY - STREET,O,OTHER,533,NORTHERN,Coldspring,"(39.3436200000, -76.6523000000)",STREET,1
2016,11/26/16,20:18:00,3AK,3800 SAINT VICTOR ST,ROBBERY - STREET,O,KNIFE,913,SOUTHERN,Brooklyn,"(39.2323800000, -76.5977200000)",STREET,1
2016,11/26/16,21:42:00,3AJF,1000 EASTERN AVE,ROBBERY - CARJACKING,O,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2853200000, -76.6001200000)",ALLEY,1
2016,11/25/16,20:40:00,3AJF,1300 GLYNDON AVE,ROBBERY - CARJACKING,O,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2810200000, -76.6378300000)",STREET,1
2016,11/25/16,8:22:00,3CK,0 S PACA ST,ROBBERY - COMMERCIAL,I,KNIFE,121,CENTRAL,University Of Maryland,"(39.2883300000, -76.6222500000)",OTHER - INSIDE,1
2016,11/25/16,9:50:00,3B,1000 S LINWOOD AVE,ROBBERY - STREET,O,,232,SOUTHEASTERN,Canton,"(39.2802800000, -76.5754600000)",STREET,1
2016,11/25/16,10:00:00,3B,1500 BOLTON ST,ROBBERY - STREET,O,,132,CENTRAL,Bolton Hill,"(39.3070200000, -76.6261600000)",STREET,1
2016,11/25/16,12:14:00,3AF,3700 CLARENELL RD,ROBBERY - STREET,I,FIREARM,832,SOUTHWESTERN,Violetville,"(39.2649000000, -76.6778400000)",ROW/TOWNHOUSE-OCC,1
2016,11/25/16,12:42:00,3AO,AV & N MARTIN LUTHER KING J,ROBBERY - STREET,O,OTHER,121,CENTRAL,Heritage Crossing,"(39.2967700000, -76.6262900000)",STREET,1
2016,11/25/16,12:45:00,3AO,LN & PARKSIDE DR,ROBBERY - STREET,O,OTHER,442,NORTHEASTERN,Lower Herring Run Park,"(39.3187800000, -76.5539800000)",PARK,1
2016,11/25/16,13:30:00,3B,300 S GILMOR ST,ROBBERY - STREET,O,,935,SOUTHERN,New Southwest/Mount Clare,"(39.2842900000, -76.6421800000)",STREET,1
2016,11/25/16,15:45:00,3CF,1000 S CHARLES ST,ROBBERY - COMMERCIAL,I,FIREARM,942,SOUTHERN,Federal Hill,"(39.2780700000, -76.6144800000)",DRUG STORE / MED  BLDG,1
2016,11/25/16,17:29:00,3AF,1300 BUNSEN WAY,ROBBERY - STREET,O,FIREARM,233,SOUTHEASTERN,O'Donnell Heights,"(41.6242100000, -76.5252600000)",STREET,1
2016,11/25/16,18:30:00,3AF,2200 CHESTERFIELD AVE,ROBBERY - STREET,I,FIREARM,431,NORTHEASTERN,Mayfield,"(39.3306100000, -76.5783600000)",ROW/TOWNHOUSE-OCC,1
2016,11/25/16,18:55:00,3F,400 W PRATT ST,ROBBERY - COMMERCIAL,I,,113,CENTRAL,Downtown West,"(39.2862300000, -76.6209200000)",OTHER - INSIDE,1
2016,11/25/16,22:06:00,3AO,400 FONTHILL AVE,ROBBERY - STREET,O,OTHER,832,SOUTHWESTERN,Gwynns Falls,"(39.2787100000, -76.6634900000)",STREET,1
2016,11/25/16,22:06:00,3AO,400 FONTHILL AVE,ROBBERY - STREET,O,OTHER,832,SOUTHWESTERN,Gwynns Falls,"(39.2787100000, -76.6634900000)",STREET,1
2016,11/25/16,22:06:00,3AO,400 FONTHILL AVE,ROBBERY - STREET,O,OTHER,832,SOUTHWESTERN,Gwynns Falls,"(39.2787100000, -76.6634900000)",STREET,1
2016,11/25/16,22:06:00,3AO,400 FONTHILL AVE,ROBBERY - STREET,O,OTHER,832,SOUTHWESTERN,Gwynns Falls,"(39.2787100000, -76.6634900000)",STREET,1
2016,11/25/16,22:10:00,3B,400 S NEWKIRK ST,ROBBERY - STREET,O,,242,SOUTHEASTERN,Greektown,"(39.2879400000, -76.5566600000)",STREET,1
2016,11/25/16,23:45:00,3AF,2900 PULASKI HWY,ROBBERY - STREET,O,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2951700000, -76.5759500000)",STREET,1
2016,11/25/16,23:57:00,3B,4600 W FOREST PARK AVE,ROBBERY - STREET,O,,641,NORTHWESTERN,West Forest Park,"(39.3221100000, -76.6947500000)",STREET,1
2016,11/24/16,1:05:00,3AF,2000 E FAIRMOUNT AVE,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2928200000, -76.5884400000)",STREET,1
2016,11/24/16,1:05:00,3AF,2000 E FAIRMOUNT AVE,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2928200000, -76.5884400000)",STREET,1
2016,11/24/16,1:05:00,3AF,2000 E FAIRMOUNT AVE,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2928200000, -76.5884400000)",STREET,1
2016,11/24/16,12:15:00,3CF,200 W 28TH ST,ROBBERY - COMMERCIAL,I,FIREARM,511,NORTHERN,Remington,"(39.3216700000, -76.6204400000)",CONVENIENCE STORE,1
2016,11/24/16,15:08:00,3P,2200 W BALTIMORE ST,ROBBERY - STREET,I,,842,WESTERN,Boyd-Booth,"(39.2879200000, -76.6516700000)",CONVENIENCE STORE,1
2016,11/24/16,17:00:00,3AK,900 W LOMBARD ST,ROBBERY - STREET,O,KNIFE,931,SOUTHERN,Hollins Market,"(39.2867800000, -76.6330000000)",STREET,1
2016,11/24/16,17:18:00,3AJO,0 S CARLTON ST,ROBBERY - CARJACKING,O,OTHER,931,SOUTHERN,Hollins Market,"(39.2872200000, -76.6359700000)",STREET,1
2016,11/24/16,17:27:00,3B,1600 W BALTIMORE ST,ROBBERY - STREET,O,,711,WESTERN,Franklin Square,"(39.2883900000, -76.6424900000)",STREET,1
2016,11/24/16,17:27:00,3B,1600 W BALTIMORE ST,ROBBERY - STREET,O,,711,WESTERN,Franklin Square,"(39.2883900000, -76.6424900000)",STREET,1
2016,11/24/16,18:09:00,3B,600 WASHINGTON PL,ROBBERY - STREET,O,,142,CENTRAL,Mount Vernon,"(39.2967300000, -76.6154000000)",STREET,1
2016,11/24/16,18:20:00,3B,200 N MADEIRA ST,ROBBERY - STREET,O,,321,EASTERN,CARE,"(39.2949100000, -76.5856100000)",STREET,1
2016,11/24/16,19:38:00,3AK,HOFFMAN ST & ENSOR ST,ROBBERY - STREET,O,KNIFE,343,EASTERN,Oliver,"(39.3060600000, -76.6037600000)",STREET,1
2016,11/24/16,22:00:00,3AO,1600 BALMOR CT,ROBBERY - STREET,I,OTHER,743,WESTERN,Sandtown-Winchester,"(39.3051800000, -76.6434600000)",ROW/TOWNHOUSE-OCC,1
2016,11/24/16,22:38:00,3AF,700 E 30TH ST,ROBBERY - STREET,O,FIREARM,513,NORTHERN,Better Waverly,"(39.3241000000, -76.6070800000)",PARKING LOT-OUTSIDE,1
2016,11/24/16,23:00:00,3AK,4800 BOSTON ST,ROBBERY - STREET,O,KNIFE,233,SOUTHEASTERN,Canton Industrial Area,"(39.2774900000, -76.5552400000)",STREET,1
2016,11/23/16,2:02:00,3AO,1200 DELBERT AVE,ROBBERY - STREET,O,OTHER,243,SOUTHEASTERN,Graceland Park,"(39.2827000000, -76.5305300000)",STREET,1
2016,11/23/16,2:02:00,3AO,1200 DELBERT AVE,ROBBERY - STREET,O,OTHER,243,SOUTHEASTERN,Graceland Park,"(39.2827000000, -76.5305300000)",STREET,1
2016,11/23/16,2:20:00,3CF,1100 W 36TH ST,ROBBERY - COMMERCIAL,O,FIREARM,531,NORTHERN,Hampden,"(39.3310100000, -76.6339800000)",STREET,1
2016,11/23/16,2:20:00,3AF,3500 ASH ST,ROBBERY - STREET,O,FIREARM,531,NORTHERN,Hampden,"(39.3285800000, -76.6395400000)",STREET,1
2016,11/23/16,3:00:00,3CF,1100 W 41ST ST,ROBBERY - COMMERCIAL,I,FIREARM,531,NORTHERN,Hampden,"(39.3378600000, -76.6364800000)",CONVENIENCE STORE,1
2016,11/23/16,6:50:00,3M,4700 EASTERN AVE,ROBBERY - COMMERCIAL,I,,242,SOUTHEASTERN,Greektown,"(39.2870100000, -76.5564000000)",OTHER - INSIDE,1
2016,11/23/16,8:43:00,3CK,1000 S CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,942,SOUTHERN,Federal Hill,"(39.2780700000, -76.6144800000)",OTHER - INSIDE,1
2016,11/23/16,11:10:00,3AF,NORTH AV & MARYLAND AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Charles North,"(39.3111100000, -76.6179100000)",STREET,1
2016,11/23/16,13:45:00,3BJ,4900 E LOMBARD ST,ROBBERY - CARJACKING,O,,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.2919300000, -76.5552500000)",STREET,1
2016,11/23/16,15:47:00,3AF,FAIRMOUNT AV & N CHESTER ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2928900000, -76.5874900000)",STREET,1
